,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"p[38, 0]",0.012,0.028,0.0,0.053,0.001,0.001,640.0,822.0,1.01
"p[38, 1]",0.012,0.028,0.0,0.052,0.001,0.001,92.0,234.0,1.04
"p[38, 2]",0.68,0.209,0.287,0.983,0.008,0.006,933.0,2061.0,1.02
"p[38, 3]",0.023,0.053,0.0,0.102,0.001,0.001,526.0,1168.0,1.02
"p[38, 4]",0.0,0.0,0.0,0.0,0.0,0.0,9.0,41.0,1.37
"p[38, 5]",0.253,0.208,0.0,0.646,0.006,0.004,1230.0,1639.0,1.01
"p[38, 6]",0.005,0.018,0.0,0.018,0.001,0.0,76.0,340.0,1.06
"p[38, 7]",0.002,0.011,0.0,0.008,0.001,0.0,13.0,36.0,1.22
"p[38, 8]",0.002,0.011,0.0,0.005,0.0,0.0,81.0,380.0,1.03
"p[38, 9]",0.001,0.008,0.0,0.0,0.0,0.0,27.0,96.0,1.11
"p[38, 10]",0.008,0.028,0.0,0.034,0.001,0.001,324.0,399.0,1.02
"p[38, 11]",0.0,0.004,0.0,0.0,0.0,0.0,299.0,904.0,1.03
"p[38, 12]",0.0,0.005,0.0,0.0,0.0,0.0,57.0,321.0,1.07
"p[38, 13]",0.0,0.003,0.0,0.0,0.0,0.0,48.0,679.0,1.06
"p[38, 14]",0.0,0.002,0.0,0.0,0.0,0.0,83.0,374.0,1.05
"p[38, 15]",0.0,0.004,0.0,0.0,0.0,0.0,44.0,59.0,1.08
"p[39, 0]",0.001,0.005,0.0,0.003,0.0,0.0,62.0,411.0,1.06
"p[39, 1]",0.0,0.002,0.0,0.0,0.0,0.0,27.0,229.0,1.1
"p[39, 2]",0.002,0.009,0.0,0.008,0.0,0.0,155.0,433.0,1.04
"p[39, 3]",0.0,0.0,0.0,0.0,0.0,0.0,13.0,26.0,1.22
"p[39, 4]",0.06,0.074,0.0,0.195,0.003,0.002,423.0,728.0,1.01
"p[39, 5]",0.001,0.009,0.0,0.001,0.0,0.0,37.0,84.0,1.1
"p[39, 6]",0.924,0.081,0.779,1.0,0.004,0.003,319.0,494.0,1.01
"p[39, 7]",0.007,0.02,0.0,0.028,0.001,0.001,181.0,617.0,1.04
"p[39, 8]",0.001,0.012,0.0,0.0,0.0,0.0,123.0,269.0,1.04
"p[39, 9]",0.0,0.003,0.0,0.0,0.0,0.0,32.0,322.0,1.1
"p[39, 10]",0.0,0.004,0.0,0.0,0.0,0.0,37.0,322.0,1.08
"p[39, 11]",0.001,0.008,0.0,0.001,0.0,0.0,267.0,332.0,1.04
"p[39, 12]",0.0,0.002,0.0,0.0,0.0,0.0,61.0,450.0,1.06
"p[39, 13]",0.0,0.006,0.0,0.0,0.0,0.0,65.0,338.0,1.05
"p[39, 14]",0.001,0.007,0.0,0.0,0.0,0.0,174.0,430.0,1.03
"p[39, 15]",0.001,0.005,0.0,0.0,0.0,0.0,76.0,213.0,1.06
"p[40, 0]",0.002,0.009,0.0,0.004,0.0,0.0,261.0,669.0,1.02
"p[40, 1]",0.937,0.087,0.781,1.0,0.007,0.006,47.0,246.0,1.06
"p[40, 2]",0.025,0.046,0.0,0.096,0.002,0.002,102.0,291.0,1.02
"p[40, 3]",0.0,0.001,0.0,0.0,0.0,0.0,21.0,53.0,1.14
"p[40, 4]",0.003,0.014,0.0,0.01,0.0,0.0,62.0,558.0,1.07
"p[40, 5]",0.0,0.004,0.0,0.0,0.0,0.0,57.0,278.0,1.08
"p[40, 6]",0.006,0.023,0.0,0.022,0.001,0.0,265.0,651.0,1.03
"p[40, 7]",0.003,0.01,0.0,0.012,0.0,0.0,73.0,809.0,1.07
"p[40, 8]",0.0,0.0,0.0,0.0,0.0,0.0,69.0,206.0,1.05
"p[40, 9]",0.0,0.009,0.0,0.0,0.0,0.0,18.0,190.0,1.15
"p[40, 10]",0.001,0.01,0.0,0.0,0.0,0.0,44.0,256.0,1.08
"p[40, 11]",0.0,0.001,0.0,0.0,0.0,0.0,210.0,502.0,1.04
"p[40, 12]",0.023,0.063,0.0,0.11,0.005,0.004,30.0,41.0,1.11
"p[40, 13]",0.0,0.005,0.0,0.0,0.0,0.0,99.0,228.0,1.05
"p[40, 14]",0.0,0.005,0.0,0.0,0.0,0.0,32.0,356.0,1.09
"p[40, 15]",0.001,0.008,0.0,0.0,0.0,0.0,46.0,237.0,1.07
"p[41, 0]",0.006,0.036,0.0,0.015,0.001,0.001,22.0,61.0,1.13
"p[41, 1]",0.001,0.011,0.0,0.001,0.0,0.0,38.0,143.0,1.09
"p[41, 2]",0.001,0.006,0.0,0.001,0.0,0.0,22.0,67.0,1.14
"p[41, 3]",0.958,0.107,0.798,1.0,0.004,0.004,34.0,110.0,1.09
"p[41, 4]",0.0,0.0,0.0,0.0,0.0,0.0,29.0,190.0,1.11
"p[41, 5]",0.001,0.017,0.0,0.0,0.0,0.0,40.0,387.0,1.08
"p[41, 6]",0.007,0.034,0.0,0.023,0.001,0.001,38.0,90.0,1.08
"p[41, 7]",0.02,0.065,0.0,0.096,0.002,0.002,42.0,78.0,1.08
"p[41, 8]",0.001,0.012,0.0,0.001,0.0,0.0,107.0,224.0,1.05
"p[41, 9]",0.002,0.027,0.0,0.001,0.001,0.0,24.0,138.0,1.13
"p[41, 10]",0.0,0.005,0.0,0.0,0.0,0.0,30.0,107.0,1.1
"p[41, 11]",0.001,0.024,0.0,0.0,0.001,0.0,33.0,291.0,1.1
"p[41, 12]",0.0,0.001,0.0,0.0,0.0,0.0,27.0,76.0,1.12
"p[41, 13]",0.0,0.001,0.0,0.0,0.0,0.0,21.0,48.0,1.15
"p[41, 14]",0.0,0.006,0.0,0.0,0.0,0.0,35.0,212.0,1.09
"p[41, 15]",0.0,0.003,0.0,0.0,0.0,0.0,36.0,85.0,1.09
"p[42, 0]",0.463,0.289,0.0,0.913,0.01,0.007,791.0,1402.0,1.01
"p[42, 1]",0.028,0.085,0.0,0.136,0.004,0.003,87.0,169.0,1.04
"p[42, 2]",0.169,0.201,0.0,0.596,0.009,0.006,454.0,1010.0,1.01
"p[42, 3]",0.042,0.105,0.0,0.208,0.003,0.002,568.0,927.0,1.01
"p[42, 4]",0.003,0.031,0.0,0.001,0.001,0.001,14.0,54.0,1.22
"p[42, 5]",0.083,0.17,0.0,0.449,0.009,0.006,143.0,261.0,1.05
"p[42, 6]",0.017,0.063,0.0,0.077,0.002,0.002,60.0,184.0,1.06
"p[42, 7]",0.157,0.197,0.0,0.561,0.006,0.004,726.0,1201.0,1.01
"p[42, 8]",0.015,0.061,0.0,0.057,0.002,0.001,273.0,518.0,1.02
"p[42, 9]",0.013,0.064,0.0,0.04,0.002,0.001,42.0,547.0,1.08
"p[42, 10]",0.004,0.03,0.0,0.006,0.001,0.001,104.0,300.0,1.03
"p[42, 11]",0.002,0.021,0.0,0.001,0.0,0.0,407.0,821.0,1.02
"p[42, 12]",0.001,0.014,0.0,0.0,0.0,0.0,36.0,289.0,1.09
"p[42, 13]",0.001,0.018,0.0,0.0,0.0,0.0,69.0,224.0,1.05
"p[42, 14]",0.001,0.016,0.0,0.0,0.0,0.0,65.0,617.0,1.06
"p[42, 15]",0.002,0.024,0.0,0.0,0.001,0.0,291.0,421.0,1.03
"p[43, 0]",0.991,0.017,0.961,1.0,0.001,0.001,77.0,60.0,1.03
"p[43, 1]",0.0,0.001,0.0,0.0,0.0,0.0,10.0,70.0,1.32
"p[43, 2]",0.0,0.0,0.0,0.0,0.0,0.0,6.0,55.0,1.84
"p[43, 3]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,15.0,1.22
"p[43, 4]",0.001,0.007,0.0,0.003,0.001,0.0,7.0,23.0,1.64
"p[43, 5]",0.002,0.006,0.0,0.006,0.0,0.0,12.0,63.0,1.27
"p[43, 6]",0.001,0.006,0.0,0.006,0.001,0.0,7.0,25.0,1.59
"p[43, 7]",0.0,0.0,0.0,0.0,0.0,0.0,27.0,33.0,1.11
"p[43, 8]",0.0,0.001,0.0,0.0,0.0,0.0,10.0,68.0,1.35
"p[43, 9]",0.001,0.007,0.0,0.003,0.0,0.0,14.0,67.0,1.23
"p[43, 10]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,28.0,1.22
"p[43, 11]",0.0,0.003,0.0,0.0,0.0,0.0,17.0,56.0,1.19
"p[43, 12]",0.0,0.0,0.0,0.0,0.0,0.0,38.0,100.0,1.08
"p[43, 13]",0.001,0.005,0.0,0.001,0.0,0.0,15.0,38.0,1.25
"p[43, 14]",0.001,0.006,0.0,0.001,0.0,0.0,50.0,108.0,1.07
"p[43, 15]",0.001,0.006,0.0,0.005,0.0,0.0,31.0,157.0,1.1
"p[44, 0]",0.095,0.168,0.0,0.446,0.005,0.004,587.0,774.0,1.01
"p[44, 1]",0.012,0.059,0.0,0.037,0.002,0.001,91.0,165.0,1.04
"p[44, 2]",0.45,0.314,0.0,0.951,0.01,0.007,837.0,1031.0,1.01
"p[44, 3]",0.05,0.131,0.0,0.273,0.003,0.002,755.0,1072.0,1.01
"p[44, 4]",0.001,0.011,0.0,0.0,0.0,0.0,12.0,44.0,1.27
"p[44, 5]",0.297,0.303,0.0,0.895,0.009,0.007,562.0,1358.0,1.02
"p[44, 6]",0.009,0.049,0.0,0.02,0.001,0.001,109.0,248.0,1.05
"p[44, 7]",0.026,0.085,0.0,0.116,0.005,0.003,20.0,63.0,1.14
"p[44, 8]",0.016,0.074,0.0,0.05,0.002,0.001,257.0,688.0,1.01
"p[44, 9]",0.001,0.022,0.0,0.0,0.0,0.0,21.0,211.0,1.14
"p[44, 10]",0.018,0.083,0.0,0.062,0.002,0.001,221.0,265.0,1.03
"p[44, 11]",0.018,0.086,0.0,0.055,0.002,0.001,632.0,919.0,1.01
"p[44, 12]",0.004,0.039,0.0,0.001,0.001,0.001,33.0,258.0,1.1
"p[44, 13]",0.001,0.014,0.0,0.0,0.0,0.0,48.0,227.0,1.07
"p[44, 14]",0.001,0.021,0.0,0.0,0.001,0.0,46.0,470.0,1.08
"p[44, 15]",0.001,0.023,0.0,0.0,0.0,0.0,50.0,117.0,1.07
"p[45, 0]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,91.0,1.13
"p[45, 1]",0.0,0.0,0.0,0.0,0.0,0.0,27.0,105.0,1.11
"p[45, 2]",0.0,0.0,0.0,0.0,0.0,0.0,16.0,38.0,1.19
"p[45, 3]",0.997,0.017,0.992,1.0,0.001,0.001,24.0,98.0,1.12
"p[45, 4]",0.0,0.0,0.0,0.0,0.0,0.0,60.0,161.0,1.07
"p[45, 5]",0.0,0.007,0.0,0.0,0.0,0.0,75.0,390.0,1.05
"p[45, 6]",0.0,0.002,0.0,0.0,0.0,0.0,19.0,41.0,1.15
"p[45, 7]",0.001,0.005,0.0,0.001,0.0,0.0,21.0,75.0,1.13
"p[45, 8]",0.0,0.004,0.0,0.0,0.0,0.0,57.0,192.0,1.07
"p[45, 9]",0.0,0.001,0.0,0.0,0.0,0.0,18.0,126.0,1.17
"p[45, 10]",0.0,0.004,0.0,0.0,0.0,0.0,26.0,97.0,1.12
"p[45, 11]",0.001,0.011,0.0,0.0,0.0,0.0,34.0,236.0,1.09
"p[45, 12]",0.0,0.001,0.0,0.0,0.0,0.0,25.0,97.0,1.11
"p[45, 13]",0.0,0.005,0.0,0.0,0.0,0.0,18.0,47.0,1.16
"p[45, 14]",0.0,0.002,0.0,0.0,0.0,0.0,21.0,99.0,1.13
"p[45, 15]",0.0,0.002,0.0,0.0,0.0,0.0,28.0,80.0,1.1
"p[46, 0]",0.009,0.027,0.0,0.037,0.001,0.001,115.0,417.0,1.04
"p[46, 1]",0.012,0.032,0.0,0.05,0.002,0.001,66.0,291.0,1.04
"p[46, 2]",0.526,0.241,0.113,0.943,0.008,0.005,943.0,1817.0,1.0
"p[46, 3]",0.012,0.047,0.0,0.052,0.001,0.001,51.0,262.0,1.07
"p[46, 4]",0.0,0.001,0.0,0.0,0.0,0.0,11.0,49.0,1.28
"p[46, 5]",0.021,0.067,0.0,0.098,0.002,0.002,64.0,400.0,1.06
"p[46, 6]",0.014,0.039,0.0,0.067,0.001,0.001,80.0,593.0,1.05
"p[46, 7]",0.002,0.009,0.0,0.005,0.0,0.0,11.0,34.0,1.29
"p[46, 8]",0.391,0.248,0.004,0.817,0.006,0.005,1315.0,2113.0,1.0
"p[46, 9]",0.001,0.008,0.0,0.001,0.0,0.0,27.0,94.0,1.11
"p[46, 10]",0.008,0.035,0.0,0.031,0.001,0.001,145.0,281.0,1.04
"p[46, 11]",0.002,0.015,0.0,0.001,0.0,0.0,320.0,470.0,1.03
"p[46, 12]",0.0,0.004,0.0,0.0,0.0,0.0,52.0,469.0,1.07
"p[46, 13]",0.001,0.011,0.0,0.001,0.0,0.0,66.0,400.0,1.05
"p[46, 14]",0.001,0.01,0.0,0.0,0.0,0.0,94.0,320.0,1.04
"p[46, 15]",0.001,0.009,0.0,0.001,0.0,0.0,57.0,164.0,1.06
"p[47, 0]",0.001,0.009,0.0,0.001,0.0,0.0,59.0,108.0,1.06
"p[47, 1]",0.001,0.01,0.0,0.002,0.0,0.0,52.0,324.0,1.06
"p[47, 2]",0.019,0.068,0.0,0.08,0.003,0.002,101.0,271.0,1.04
"p[47, 3]",0.933,0.145,0.647,1.0,0.007,0.005,153.0,338.0,1.03
"p[47, 4]",0.0,0.002,0.0,0.0,0.0,0.0,16.0,71.0,1.19
"p[47, 5]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,151.0,1.21
"p[47, 6]",0.009,0.047,0.0,0.026,0.002,0.001,143.0,302.0,1.03
"p[47, 7]",0.03,0.087,0.0,0.142,0.005,0.003,35.0,363.0,1.08
"p[47, 8]",0.004,0.036,0.0,0.003,0.001,0.001,116.0,304.0,1.04
"p[47, 9]",0.0,0.008,0.0,0.0,0.0,0.0,10.0,43.0,1.32
"p[47, 10]",0.001,0.008,0.0,0.0,0.0,0.0,27.0,76.0,1.11
"p[47, 11]",0.0,0.005,0.0,0.0,0.0,0.0,56.0,364.0,1.07
"p[47, 12]",0.001,0.012,0.0,0.0,0.0,0.0,17.0,70.0,1.18
"p[47, 13]",0.0,0.0,0.0,0.0,0.0,0.0,45.0,208.0,1.09
"p[47, 14]",0.0,0.0,0.0,0.0,0.0,0.0,19.0,54.0,1.17
"p[47, 15]",0.0,0.001,0.0,0.0,0.0,0.0,22.0,52.0,1.14
"p[48, 0]",0.0,0.005,0.0,0.0,0.0,0.0,127.0,375.0,1.03
"p[48, 1]",0.0,0.003,0.0,0.0,0.0,0.0,51.0,256.0,1.04
"p[48, 2]",0.001,0.011,0.0,0.002,0.0,0.0,88.0,180.0,1.03
"p[48, 3]",0.001,0.016,0.0,0.0,0.0,0.0,113.0,182.0,1.03
"p[48, 4]",0.01,0.044,0.0,0.036,0.001,0.001,199.0,310.0,1.02
"p[48, 5]",0.002,0.018,0.0,0.001,0.0,0.0,76.0,289.0,1.05
"p[48, 6]",0.001,0.011,0.0,0.001,0.0,0.0,87.0,346.0,1.04
"p[48, 7]",0.001,0.008,0.0,0.0,0.0,0.0,43.0,275.0,1.08
"p[48, 8]",0.979,0.063,0.901,1.0,0.003,0.002,118.0,205.0,1.03
"p[48, 9]",0.0,0.006,0.0,0.0,0.0,0.0,170.0,226.0,1.03
"p[48, 10]",0.0,0.007,0.0,0.0,0.0,0.0,119.0,122.0,1.04
"p[48, 11]",0.0,0.002,0.0,0.0,0.0,0.0,279.0,597.0,1.02
"p[48, 12]",0.001,0.018,0.0,0.0,0.0,0.0,127.0,380.0,1.05
"p[48, 13]",0.001,0.011,0.0,0.0,0.0,0.0,145.0,299.0,1.03
"p[48, 14]",0.0,0.008,0.0,0.0,0.0,0.0,75.0,483.0,1.04
"p[48, 15]",0.001,0.009,0.0,0.0,0.0,0.0,147.0,445.0,1.03
"p[49, 0]",0.003,0.022,0.0,0.008,0.001,0.0,37.0,66.0,1.08
"p[49, 1]",0.001,0.014,0.0,0.001,0.0,0.0,100.0,245.0,1.03
"p[49, 2]",0.012,0.049,0.0,0.047,0.002,0.001,32.0,210.0,1.09
"p[49, 3]",0.009,0.044,0.0,0.024,0.001,0.001,197.0,389.0,1.02
"p[49, 4]",0.001,0.009,0.0,0.0,0.0,0.0,45.0,126.0,1.08
"p[49, 5]",0.955,0.102,0.758,1.0,0.004,0.003,62.0,234.0,1.06
"p[49, 6]",0.001,0.013,0.0,0.0,0.0,0.0,141.0,202.0,1.03
"p[49, 7]",0.007,0.036,0.0,0.023,0.001,0.001,47.0,131.0,1.07
"p[49, 8]",0.002,0.019,0.0,0.002,0.0,0.0,202.0,573.0,1.03
"p[49, 9]",0.001,0.008,0.0,0.0,0.0,0.0,29.0,324.0,1.1
"p[49, 10]",0.002,0.022,0.0,0.001,0.001,0.0,128.0,208.0,1.04
"p[49, 11]",0.002,0.019,0.0,0.0,0.0,0.0,216.0,786.0,1.03
"p[49, 12]",0.001,0.015,0.0,0.0,0.0,0.0,45.0,261.0,1.07
"p[49, 13]",0.001,0.008,0.0,0.0,0.0,0.0,81.0,229.0,1.07
"p[49, 14]",0.0,0.006,0.0,0.0,0.0,0.0,38.0,447.0,1.09
"p[49, 15]",0.001,0.019,0.0,0.0,0.0,0.0,68.0,341.0,1.06
"p[50, 0]",0.003,0.019,0.0,0.008,0.001,0.0,205.0,619.0,1.02
"p[50, 1]",0.742,0.191,0.386,0.998,0.005,0.004,1037.0,1448.0,1.01
"p[50, 2]",0.204,0.177,0.0,0.545,0.005,0.004,825.0,681.0,1.0
"p[50, 3]",0.002,0.012,0.0,0.004,0.001,0.0,22.0,55.0,1.13
"p[50, 4]",0.001,0.007,0.0,0.002,0.0,0.0,17.0,68.0,1.16
"p[50, 5]",0.0,0.004,0.0,0.0,0.0,0.0,45.0,270.0,1.09
"p[50, 6]",0.015,0.045,0.0,0.072,0.001,0.001,275.0,745.0,1.03
"p[50, 7]",0.009,0.033,0.0,0.04,0.001,0.001,22.0,156.0,1.14
"p[50, 8]",0.0,0.002,0.0,0.0,0.0,0.0,74.0,226.0,1.04
"p[50, 9]",0.001,0.012,0.0,0.0,0.0,0.0,14.0,77.0,1.19
"p[50, 10]",0.002,0.014,0.0,0.003,0.0,0.0,53.0,307.0,1.07
"p[50, 11]",0.0,0.001,0.0,0.0,0.0,0.0,136.0,499.0,1.04
"p[50, 12]",0.019,0.046,0.0,0.081,0.002,0.002,152.0,804.0,1.03
"p[50, 13]",0.0,0.003,0.0,0.0,0.0,0.0,97.0,213.0,1.05
"p[50, 14]",0.0,0.007,0.0,0.0,0.0,0.0,28.0,227.0,1.1
"p[50, 15]",0.0,0.005,0.0,0.0,0.0,0.0,36.0,71.0,1.08
"p[51, 0]",0.118,0.13,0.0,0.364,0.004,0.003,489.0,669.0,1.02
"p[51, 1]",0.003,0.009,0.0,0.011,0.001,0.001,30.0,170.0,1.09
"p[51, 2]",0.008,0.016,0.0,0.032,0.001,0.0,242.0,400.0,1.01
"p[51, 3]",0.001,0.008,0.0,0.001,0.0,0.0,14.0,28.0,1.22
"p[51, 4]",0.041,0.082,0.0,0.188,0.007,0.005,53.0,338.0,1.06
"p[51, 5]",0.001,0.007,0.0,0.001,0.0,0.0,14.0,53.0,1.22
"p[51, 6]",0.769,0.179,0.43,0.998,0.009,0.007,302.0,825.0,1.04
"p[51, 7]",0.048,0.078,0.0,0.172,0.003,0.002,400.0,1028.0,1.02
"p[51, 8]",0.002,0.013,0.0,0.003,0.0,0.0,85.0,302.0,1.05
"p[51, 9]",0.004,0.021,0.0,0.012,0.001,0.0,33.0,215.0,1.09
"p[51, 10]",0.001,0.011,0.0,0.001,0.0,0.0,62.0,371.0,1.05
"p[51, 11]",0.001,0.013,0.0,0.001,0.0,0.0,90.0,399.0,1.06
"p[51, 12]",0.0,0.001,0.0,0.0,0.0,0.0,38.0,490.0,1.08
"p[51, 13]",0.001,0.01,0.0,0.001,0.0,0.0,35.0,510.0,1.09
"p[51, 14]",0.001,0.011,0.0,0.001,0.0,0.0,125.0,454.0,1.04
"p[51, 15]",0.001,0.014,0.0,0.001,0.0,0.0,60.0,437.0,1.05
"p[52, 0]",0.01,0.026,0.0,0.043,0.001,0.001,430.0,644.0,1.01
"p[52, 1]",0.052,0.074,0.0,0.19,0.003,0.002,337.0,845.0,1.02
"p[52, 2]",0.909,0.089,0.739,1.0,0.003,0.002,489.0,1013.0,1.02
"p[52, 3]",0.006,0.02,0.0,0.026,0.001,0.001,49.0,255.0,1.06
"p[52, 4]",0.0,0.0,0.0,0.0,0.0,0.0,9.0,50.0,1.35
"p[52, 5]",0.002,0.007,0.0,0.007,0.0,0.0,21.0,300.0,1.15
"p[52, 6]",0.011,0.027,0.0,0.047,0.001,0.001,502.0,689.0,1.02
"p[52, 7]",0.002,0.01,0.0,0.007,0.0,0.0,12.0,34.0,1.24
"p[52, 8]",0.001,0.007,0.0,0.002,0.0,0.0,61.0,168.0,1.05
"p[52, 9]",0.0,0.004,0.0,0.0,0.0,0.0,23.0,65.0,1.12
"p[52, 10]",0.005,0.019,0.0,0.017,0.001,0.0,176.0,518.0,1.03
"p[52, 11]",0.001,0.007,0.0,0.001,0.0,0.0,251.0,527.0,1.03
"p[52, 12]",0.001,0.007,0.0,0.002,0.0,0.0,139.0,527.0,1.05
"p[52, 13]",0.0,0.002,0.0,0.0,0.0,0.0,83.0,452.0,1.05
"p[52, 14]",0.0,0.002,0.0,0.0,0.0,0.0,115.0,382.0,1.04
"p[52, 15]",0.0,0.002,0.0,0.0,0.0,0.0,44.0,51.0,1.07
"p[53, 0]",0.008,0.053,0.0,0.008,0.002,0.002,17.0,88.0,1.17
"p[53, 1]",0.004,0.035,0.0,0.002,0.001,0.001,49.0,128.0,1.06
"p[53, 2]",0.337,0.312,0.0,0.919,0.015,0.01,395.0,1101.0,1.01
"p[53, 3]",0.005,0.045,0.0,0.001,0.001,0.001,38.0,225.0,1.08
"p[53, 4]",0.235,0.286,0.0,0.843,0.009,0.006,640.0,1446.0,1.02
"p[53, 5]",0.004,0.039,0.0,0.0,0.001,0.001,19.0,68.0,1.16
"p[53, 6]",0.0,0.006,0.0,0.0,0.0,0.0,33.0,147.0,1.09
"p[53, 7]",0.007,0.047,0.0,0.007,0.001,0.001,11.0,55.0,1.28
"p[53, 8]",0.002,0.032,0.0,0.0,0.001,0.0,53.0,346.0,1.06
"p[53, 9]",0.001,0.017,0.0,0.0,0.0,0.0,10.0,32.0,1.3
"p[53, 10]",0.378,0.327,0.0,0.943,0.011,0.008,748.0,1823.0,1.0
"p[53, 11]",0.004,0.042,0.0,0.0,0.001,0.001,177.0,304.0,1.01
"p[53, 12]",0.008,0.062,0.0,0.001,0.003,0.002,15.0,91.0,1.19
"p[53, 13]",0.002,0.026,0.0,0.0,0.001,0.0,17.0,64.0,1.2
"p[53, 14]",0.002,0.028,0.0,0.0,0.001,0.001,16.0,220.0,1.2
"p[53, 15]",0.001,0.023,0.0,0.0,0.0,0.0,46.0,64.0,1.08
"p[54, 0]",0.163,0.209,0.0,0.617,0.008,0.005,453.0,904.0,1.02
"p[54, 1]",0.001,0.011,0.0,0.001,0.0,0.0,57.0,83.0,1.05
"p[54, 2]",0.006,0.032,0.0,0.016,0.003,0.002,11.0,36.0,1.28
"p[54, 3]",0.004,0.036,0.0,0.003,0.001,0.001,127.0,389.0,1.03
"p[54, 4]",0.787,0.234,0.297,1.0,0.018,0.015,97.0,671.0,1.04
"p[54, 5]",0.002,0.021,0.0,0.0,0.0,0.0,52.0,506.0,1.07
"p[54, 6]",0.006,0.026,0.0,0.024,0.001,0.001,46.0,390.0,1.07
"p[54, 7]",0.002,0.018,0.0,0.003,0.001,0.0,15.0,46.0,1.2
"p[54, 8]",0.002,0.024,0.0,0.0,0.001,0.0,64.0,500.0,1.05
"p[54, 9]",0.001,0.015,0.0,0.0,0.0,0.0,21.0,429.0,1.14
"p[54, 10]",0.023,0.088,0.0,0.098,0.005,0.004,33.0,123.0,1.09
"p[54, 11]",0.001,0.016,0.0,0.0,0.0,0.0,228.0,409.0,1.04
"p[54, 12]",0.001,0.022,0.0,0.0,0.0,0.0,26.0,389.0,1.12
"p[54, 13]",0.001,0.014,0.0,0.0,0.0,0.0,26.0,49.0,1.11
"p[54, 14]",0.001,0.017,0.0,0.0,0.0,0.0,22.0,443.0,1.13
"p[54, 15]",0.0,0.001,0.0,0.0,0.0,0.0,37.0,52.0,1.1
"p[55, 0]",0.001,0.006,0.0,0.004,0.0,0.0,68.0,401.0,1.06
"p[55, 1]",0.0,0.001,0.0,0.0,0.0,0.0,29.0,229.0,1.1
"p[55, 2]",0.003,0.011,0.0,0.009,0.0,0.0,138.0,400.0,1.04
"p[55, 3]",0.0,0.0,0.0,0.0,0.0,0.0,13.0,27.0,1.23
"p[55, 4]",0.155,0.142,0.0,0.428,0.008,0.006,319.0,1719.0,1.02
"p[55, 5]",0.001,0.01,0.0,0.001,0.0,0.0,40.0,87.0,1.1
"p[55, 6]",0.828,0.146,0.55,1.0,0.006,0.004,547.0,2128.0,1.02
"p[55, 7]",0.005,0.017,0.0,0.019,0.001,0.0,133.0,624.0,1.04
"p[55, 8]",0.001,0.014,0.0,0.001,0.0,0.0,139.0,268.0,1.04
"p[55, 9]",0.0,0.006,0.0,0.0,0.0,0.0,35.0,309.0,1.09
"p[55, 10]",0.001,0.008,0.0,0.0,0.0,0.0,41.0,363.0,1.07
"p[55, 11]",0.002,0.016,0.0,0.001,0.0,0.0,281.0,323.0,1.03
"p[55, 12]",0.0,0.003,0.0,0.0,0.0,0.0,69.0,443.0,1.06
"p[55, 13]",0.001,0.011,0.0,0.0,0.0,0.0,72.0,366.0,1.05
"p[55, 14]",0.001,0.009,0.0,0.0,0.0,0.0,170.0,367.0,1.03
"p[55, 15]",0.001,0.007,0.0,0.0,0.0,0.0,86.0,285.0,1.06
"p[56, 0]",0.04,0.092,0.0,0.196,0.004,0.003,109.0,403.0,1.03
"p[56, 1]",0.092,0.163,0.0,0.443,0.011,0.008,74.0,234.0,1.04
"p[56, 2]",0.646,0.261,0.171,1.0,0.015,0.011,258.0,659.0,1.02
"p[56, 3]",0.002,0.01,0.0,0.003,0.001,0.0,19.0,95.0,1.14
"p[56, 4]",0.003,0.025,0.0,0.003,0.002,0.001,12.0,40.0,1.25
"p[56, 5]",0.002,0.015,0.0,0.002,0.0,0.0,21.0,209.0,1.15
"p[56, 6]",0.035,0.081,0.0,0.168,0.004,0.003,152.0,571.0,1.04
"p[56, 7]",0.009,0.04,0.0,0.032,0.002,0.001,13.0,47.0,1.25
"p[56, 8]",0.164,0.221,0.0,0.643,0.01,0.007,179.0,196.0,1.03
"p[56, 9]",0.001,0.008,0.0,0.0,0.0,0.0,15.0,125.0,1.19
"p[56, 10]",0.003,0.023,0.0,0.005,0.001,0.0,39.0,119.0,1.09
"p[56, 11]",0.001,0.014,0.0,0.0,0.0,0.0,348.0,296.0,1.02
"p[56, 12]",0.002,0.019,0.0,0.003,0.0,0.0,50.0,388.0,1.07
"p[56, 13]",0.001,0.008,0.0,0.0,0.0,0.0,91.0,161.0,1.05
"p[56, 14]",0.0,0.009,0.0,0.0,0.0,0.0,52.0,256.0,1.06
"p[56, 15]",0.001,0.009,0.0,0.0,0.0,0.0,42.0,183.0,1.07
"p[57, 0]",0.929,0.064,0.814,0.999,0.002,0.002,675.0,1630.0,1.01
"p[57, 1]",0.013,0.024,0.0,0.049,0.001,0.001,426.0,960.0,1.02
"p[57, 2]",0.003,0.007,0.0,0.012,0.0,0.0,39.0,297.0,1.08
"p[57, 3]",0.006,0.019,0.0,0.024,0.001,0.0,190.0,496.0,1.03
"p[57, 4]",0.0,0.002,0.0,0.0,0.0,0.0,21.0,262.0,1.13
