,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"p[54, 8]",0.003,0.024,0.0,0.004,0.001,0.001,36.0,154.0,1.09
"p[54, 9]",0.01,0.034,0.0,0.045,0.002,0.001,31.0,75.0,1.1
"p[54, 10]",0.001,0.007,0.0,0.001,0.0,0.0,19.0,60.0,1.15
"p[54, 11]",0.0,0.003,0.0,0.0,0.0,0.0,16.0,16.0,1.18
"p[54, 12]",0.004,0.021,0.0,0.007,0.002,0.001,14.0,79.0,1.23
"p[55, 0]",0.004,0.032,0.0,0.001,0.001,0.001,62.0,188.0,1.07
"p[55, 1]",0.01,0.058,0.0,0.006,0.002,0.002,54.0,182.0,1.08
"p[55, 2]",0.004,0.05,0.0,0.0,0.002,0.001,13.0,128.0,1.25
"p[55, 3]",0.014,0.072,0.0,0.03,0.003,0.002,11.0,29.0,1.29
"p[55, 4]",0.051,0.164,0.0,0.273,0.008,0.006,217.0,444.0,1.02
"p[55, 5]",0.0,0.0,0.0,0.0,0.0,0.0,16.0,163.0,1.2
"p[55, 6]",0.846,0.261,0.227,1.0,0.012,0.009,327.0,360.0,1.01
"p[55, 7]",0.016,0.092,0.0,0.027,0.004,0.003,16.0,126.0,1.2
"p[55, 8]",0.005,0.048,0.0,0.0,0.002,0.001,24.0,68.0,1.14
"p[55, 9]",0.031,0.126,0.0,0.118,0.006,0.004,129.0,86.0,1.04
"p[55, 10]",0.001,0.014,0.0,0.0,0.0,0.0,19.0,158.0,1.15
"p[55, 11]",0.011,0.074,0.0,0.003,0.003,0.002,49.0,209.0,1.07
"p[55, 12]",0.007,0.064,0.0,0.0,0.003,0.002,17.0,116.0,1.21
"p[56, 0]",0.001,0.007,0.0,0.0,0.0,0.0,10.0,20.0,1.32
"p[56, 1]",0.001,0.006,0.0,0.005,0.0,0.0,11.0,107.0,1.28
"p[56, 2]",0.002,0.016,0.0,0.003,0.001,0.001,8.0,17.0,1.47
"p[56, 3]",0.0,0.006,0.0,0.0,0.0,0.0,20.0,48.0,1.15
"p[56, 4]",0.194,0.138,0.002,0.456,0.008,0.006,258.0,671.0,1.0
"p[56, 5]",0.0,0.0,0.0,0.0,0.0,0.0,10.0,42.0,1.36
"p[56, 6]",0.781,0.143,0.509,0.99,0.008,0.006,272.0,744.0,1.01
"p[56, 7]",0.002,0.012,0.0,0.005,0.001,0.001,5.0,19.0,2.08
"p[56, 8]",0.003,0.024,0.0,0.004,0.001,0.001,36.0,154.0,1.09
"p[56, 9]",0.01,0.034,0.0,0.045,0.002,0.001,31.0,75.0,1.1
"p[56, 10]",0.001,0.007,0.0,0.001,0.0,0.0,19.0,60.0,1.15
"p[56, 11]",0.0,0.003,0.0,0.0,0.0,0.0,16.0,16.0,1.18
"p[56, 12]",0.004,0.021,0.0,0.007,0.002,0.001,14.0,79.0,1.23
"p[57, 0]",0.001,0.007,0.0,0.0,0.0,0.0,10.0,20.0,1.32
"p[57, 1]",0.001,0.006,0.0,0.005,0.0,0.0,11.0,107.0,1.28
"p[57, 2]",0.002,0.016,0.0,0.003,0.001,0.001,8.0,17.0,1.47
"p[57, 3]",0.0,0.006,0.0,0.0,0.0,0.0,20.0,48.0,1.15
"p[57, 4]",0.194,0.138,0.002,0.456,0.008,0.006,258.0,671.0,1.0
"p[57, 5]",0.0,0.0,0.0,0.0,0.0,0.0,10.0,42.0,1.36
"p[57, 6]",0.781,0.143,0.509,0.99,0.008,0.006,272.0,744.0,1.01
"p[57, 7]",0.002,0.012,0.0,0.005,0.001,0.001,5.0,19.0,2.08
"p[57, 8]",0.003,0.024,0.0,0.004,0.001,0.001,36.0,154.0,1.09
"p[57, 9]",0.01,0.034,0.0,0.045,0.002,0.001,31.0,75.0,1.1
"p[57, 10]",0.001,0.007,0.0,0.001,0.0,0.0,19.0,60.0,1.15
"p[57, 11]",0.0,0.003,0.0,0.0,0.0,0.0,16.0,16.0,1.18
"p[57, 12]",0.004,0.021,0.0,0.007,0.002,0.001,14.0,79.0,1.23
"p[58, 0]",0.003,0.039,0.0,0.0,0.001,0.001,145.0,250.0,1.03
"p[58, 1]",0.016,0.078,0.0,0.042,0.003,0.002,82.0,215.0,1.04
"p[58, 2]",0.003,0.043,0.0,0.0,0.002,0.002,18.0,181.0,1.15
"p[58, 3]",0.009,0.07,0.0,0.0,0.004,0.003,39.0,96.0,1.08
"p[58, 4]",0.0,0.001,0.0,0.0,0.0,0.0,16.0,76.0,1.18
"p[58, 5]",0.073,0.177,0.0,0.435,0.009,0.006,163.0,295.0,1.02
"p[58, 6]",0.01,0.066,0.0,0.014,0.004,0.003,40.0,82.0,1.09
"p[58, 7]",0.003,0.036,0.0,0.0,0.001,0.001,8.0,79.0,1.44
"p[58, 8]",0.003,0.025,0.0,0.0,0.001,0.001,26.0,183.0,1.12
"p[58, 9]",0.867,0.234,0.3,1.0,0.01,0.008,249.0,331.0,1.02
"p[58, 10]",0.003,0.027,0.0,0.0,0.002,0.001,33.0,109.0,1.1
"p[58, 11]",0.004,0.043,0.0,0.0,0.002,0.001,54.0,194.0,1.08
"p[58, 12]",0.007,0.058,0.0,0.002,0.002,0.002,79.0,113.0,1.05
"p[59, 0]",0.001,0.017,0.0,0.0,0.001,0.0,36.0,71.0,1.1
"p[59, 1]",0.007,0.047,0.0,0.018,0.002,0.002,35.0,111.0,1.11
"p[59, 2]",0.007,0.047,0.0,0.005,0.002,0.002,14.0,20.0,1.22
"p[59, 3]",0.01,0.071,0.0,0.008,0.004,0.003,46.0,286.0,1.09
"p[59, 4]",0.734,0.281,0.168,1.0,0.019,0.014,166.0,411.0,1.03
"p[59, 5]",0.201,0.261,0.0,0.77,0.017,0.012,147.0,165.0,1.02
"p[59, 6]",0.001,0.005,0.0,0.0,0.0,0.0,9.0,26.0,1.42
"p[59, 7]",0.014,0.047,0.0,0.062,0.003,0.002,17.0,54.0,1.17
"p[59, 8]",0.006,0.048,0.0,0.003,0.002,0.002,97.0,99.0,1.04
"p[59, 9]",0.003,0.036,0.0,0.0,0.001,0.001,15.0,80.0,1.2
"p[59, 10]",0.005,0.047,0.0,0.001,0.002,0.001,71.0,159.0,1.04
"p[59, 11]",0.004,0.039,0.0,0.0,0.002,0.001,30.0,54.0,1.09
"p[59, 12]",0.007,0.055,0.0,0.003,0.003,0.002,76.0,125.0,1.04
"p[60, 0]",0.001,0.009,0.0,0.0,0.0,0.0,13.0,167.0,1.24
"p[60, 1]",0.011,0.031,0.0,0.052,0.001,0.001,26.0,101.0,1.12
"p[60, 2]",0.001,0.008,0.0,0.001,0.0,0.0,13.0,49.0,1.24
"p[60, 3]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,56.0,1.18
"p[60, 4]",0.007,0.02,0.0,0.032,0.004,0.003,12.0,63.0,1.24
"p[60, 5]",0.893,0.11,0.673,1.0,0.005,0.004,298.0,698.0,1.02
"p[60, 6]",0.0,0.0,0.0,0.0,0.0,0.0,13.0,171.0,1.22
"p[60, 7]",0.081,0.098,0.0,0.279,0.004,0.003,330.0,623.0,1.02
"p[60, 8]",0.002,0.017,0.0,0.002,0.001,0.001,23.0,84.0,1.12
"p[60, 9]",0.001,0.004,0.0,0.001,0.0,0.0,32.0,115.0,1.1
"p[60, 10]",0.002,0.009,0.0,0.007,0.0,0.0,22.0,109.0,1.14
"p[60, 11]",0.001,0.012,0.0,0.0,0.0,0.0,21.0,21.0,1.14
"p[60, 12]",0.001,0.009,0.0,0.002,0.0,0.0,56.0,207.0,1.07
"p[61, 0]",0.0,0.003,0.0,0.0,0.0,0.0,35.0,170.0,1.1
"p[61, 1]",0.99,0.035,0.958,1.0,0.002,0.001,16.0,67.0,1.19
"p[61, 2]",0.001,0.01,0.0,0.0,0.0,0.0,36.0,181.0,1.09
"p[61, 3]",0.001,0.011,0.0,0.0,0.0,0.0,33.0,147.0,1.12
"p[61, 4]",0.0,0.003,0.0,0.001,0.0,0.0,16.0,162.0,1.18
"p[61, 5]",0.0,0.005,0.0,0.0,0.0,0.0,51.0,245.0,1.06
"p[61, 6]",0.005,0.025,0.0,0.022,0.002,0.001,15.0,65.0,1.21
"p[61, 7]",0.0,0.0,0.0,0.0,0.0,0.0,10.0,154.0,1.36
"p[61, 8]",0.001,0.011,0.0,0.0,0.0,0.0,50.0,210.0,1.06
"p[61, 9]",0.0,0.008,0.0,0.0,0.0,0.0,54.0,70.0,1.07
"p[61, 10]",0.0,0.001,0.0,0.0,0.0,0.0,108.0,227.0,1.05
"p[61, 11]",0.0,0.003,0.0,0.0,0.0,0.0,53.0,184.0,1.07
"p[61, 12]",0.001,0.005,0.0,0.0,0.0,0.0,90.0,242.0,1.03
