,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"p[110, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[110, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[110, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[110, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[110, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[110, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[110, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[110, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[110, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[111, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[111, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[111, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[111, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[111, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[111, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[111, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[111, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[111, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[111, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[112, 0]",0.0,0.0,0.0,0.0,0.0,0.0,88.0,390.0,1.05
"p[112, 1]",0.0,0.0,0.0,0.0,0.0,0.0,107.0,396.0,1.04
"p[112, 2]",0.0,0.0,0.0,0.0,0.0,0.0,68.0,428.0,1.06
"p[112, 3]",0.0,0.0,0.0,0.0,0.0,0.0,95.0,513.0,1.05
"p[112, 4]",0.0,0.0,0.0,0.0,0.0,0.0,191.0,293.0,1.03
"p[112, 5]",0.0,0.0,0.0,0.0,0.0,0.0,132.0,489.0,1.04
"p[112, 6]",0.0,0.0,0.0,0.0,0.0,0.0,78.0,488.0,1.06
"p[112, 7]",1.0,0.0,1.0,1.0,0.0,0.0,146.0,1334.0,1.03
"p[112, 8]",0.0,0.0,0.0,0.0,0.0,0.0,168.0,367.0,1.03
"p[112, 9]",0.0,0.0,0.0,0.0,0.0,0.0,179.0,498.0,1.03
"p[113, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[113, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[113, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[113, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[113, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[113, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[113, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[113, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[113, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[113, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[114, 0]",0.0,0.0,0.0,0.0,0.0,0.0,134.0,346.0,1.05
"p[114, 1]",0.0,0.0,0.0,0.0,0.0,0.0,209.0,301.0,1.03
"p[114, 2]",0.0,0.0,0.0,0.0,0.0,0.0,212.0,428.0,1.02
"p[114, 3]",0.0,0.0,0.0,0.0,0.0,0.0,195.0,330.0,1.03
"p[114, 4]",0.0,0.0,0.0,0.0,0.0,0.0,217.0,381.0,1.03
"p[114, 5]",0.0,0.0,0.0,0.0,0.0,0.0,215.0,345.0,1.03
"p[114, 6]",0.0,0.0,0.0,0.0,0.0,0.0,233.0,441.0,1.02
"p[114, 7]",1.0,0.0,1.0,1.0,0.0,0.0,272.0,1302.0,1.02
"p[114, 8]",0.0,0.0,0.0,0.0,0.0,0.0,228.0,413.0,1.01
"p[114, 9]",0.0,0.0,0.0,0.0,0.0,0.0,194.0,364.0,1.02
"p[115, 0]",0.0,0.0,0.0,0.0,0.0,0.0,66.0,383.0,1.06
"p[115, 1]",0.0,0.0,0.0,0.0,0.0,0.0,99.0,367.0,1.04
"p[115, 2]",0.0,0.0,0.0,0.0,0.0,0.0,59.0,398.0,1.06
"p[115, 3]",0.0,0.0,0.0,0.0,0.0,0.0,83.0,497.0,1.05
"p[115, 4]",0.0,0.0,0.0,0.0,0.0,0.0,183.0,281.0,1.03
"p[115, 5]",0.0,0.0,0.0,0.0,0.0,0.0,103.0,461.0,1.04
"p[115, 6]",0.0,0.0,0.0,0.0,0.0,0.0,70.0,486.0,1.06
"p[115, 7]",1.0,0.0,1.0,1.0,0.0,0.0,127.0,1190.0,1.03
"p[115, 8]",0.0,0.0,0.0,0.0,0.0,0.0,157.0,353.0,1.03
"p[115, 9]",0.0,0.0,0.0,0.0,0.0,0.0,172.0,495.0,1.03
"p[116, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[116, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[116, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[116, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[116, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[116, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[116, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[116, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[116, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[116, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[117, 0]",0.005,0.023,0.0,0.017,0.0,0.0,468.0,712.0,1.01
"p[117, 1]",0.001,0.008,0.0,0.0,0.0,0.0,39.0,219.0,1.07
"p[117, 2]",0.001,0.01,0.0,0.0,0.0,0.0,41.0,598.0,1.08
"p[117, 3]",0.001,0.006,0.0,0.0,0.0,0.0,185.0,293.0,1.01
"p[117, 4]",0.0,0.005,0.0,0.0,0.0,0.0,54.0,327.0,1.06
"p[117, 5]",0.001,0.007,0.0,0.0,0.0,0.0,88.0,206.0,1.04
"p[117, 6]",0.001,0.008,0.0,0.0,0.0,0.0,45.0,237.0,1.07
"p[117, 7]",0.99,0.034,0.947,1.0,0.001,0.001,499.0,2731.0,1.01
"p[117, 8]",0.001,0.011,0.0,0.0,0.0,0.0,31.0,399.0,1.09
"p[117, 9]",0.001,0.011,0.0,0.0,0.0,0.0,49.0,172.0,1.07
"p[118, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[118, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[118, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[118, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[118, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[118, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[118, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[118, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[118, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[118, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[119, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[119, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[119, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[119, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[119, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[119, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[119, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[119, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[119, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[119, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[120, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[120, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[120, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[120, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[120, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[120, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[120, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[120, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[120, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[120, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[121, 0]",0.005,0.023,0.0,0.017,0.0,0.0,468.0,712.0,1.01
"p[121, 1]",0.001,0.008,0.0,0.0,0.0,0.0,39.0,219.0,1.07
"p[121, 2]",0.001,0.01,0.0,0.0,0.0,0.0,41.0,598.0,1.08
"p[121, 3]",0.001,0.006,0.0,0.0,0.0,0.0,185.0,293.0,1.01
"p[121, 4]",0.0,0.005,0.0,0.0,0.0,0.0,54.0,327.0,1.06
"p[121, 5]",0.001,0.007,0.0,0.0,0.0,0.0,88.0,206.0,1.04
"p[121, 6]",0.001,0.008,0.0,0.0,0.0,0.0,45.0,237.0,1.07
"p[121, 7]",0.99,0.034,0.947,1.0,0.001,0.001,499.0,2731.0,1.01
"p[121, 8]",0.001,0.011,0.0,0.0,0.0,0.0,31.0,399.0,1.09
"p[121, 9]",0.001,0.011,0.0,0.0,0.0,0.0,49.0,172.0,1.07
"p[122, 0]",0.0,0.0,0.0,0.0,0.0,0.0,23.0,191.0,1.13
"p[122, 1]",0.0,0.0,0.0,0.0,0.0,0.0,19.0,138.0,1.14
"p[122, 2]",0.0,0.0,0.0,0.0,0.0,0.0,11.0,127.0,1.29
"p[122, 3]",0.0,0.0,0.0,0.0,0.0,0.0,23.0,50.0,1.13
"p[122, 4]",0.0,0.0,0.0,0.0,0.0,0.0,57.0,140.0,1.07
"p[122, 5]",0.0,0.0,0.0,0.0,0.0,0.0,25.0,159.0,1.11
"p[122, 6]",0.0,0.0,0.0,0.0,0.0,0.0,11.0,152.0,1.31
"p[122, 7]",1.0,0.0,1.0,1.0,0.0,0.0,396.0,617.0,1.02
"p[122, 8]",0.0,0.0,0.0,0.0,0.0,0.0,26.0,158.0,1.11
"p[122, 9]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,181.0,1.14
"p[123, 0]",0.0,0.0,0.0,0.0,0.0,0.0,37.0,266.0,1.1
"p[123, 1]",0.0,0.0,0.0,0.0,0.0,0.0,28.0,241.0,1.1
"p[123, 2]",0.0,0.0,0.0,0.0,0.0,0.0,17.0,243.0,1.18
"p[123, 3]",0.0,0.0,0.0,0.0,0.0,0.0,35.0,97.0,1.08
"p[123, 4]",0.0,0.0,0.0,0.0,0.0,0.0,105.0,221.0,1.04
"p[123, 5]",0.0,0.0,0.0,0.0,0.0,0.0,42.0,244.0,1.07
"p[123, 6]",0.0,0.0,0.0,0.0,0.0,0.0,18.0,336.0,1.17
"p[123, 7]",1.0,0.0,1.0,1.0,0.0,0.0,251.0,945.0,1.03
"p[123, 8]",0.0,0.0,0.0,0.0,0.0,0.0,65.0,328.0,1.06
"p[123, 9]",0.0,0.0,0.0,0.0,0.0,0.0,40.0,113.0,1.09
"p[124, 0]",0.0,0.0,0.0,0.0,0.0,0.0,38.0,237.0,1.09
"p[124, 1]",0.0,0.0,0.0,0.0,0.0,0.0,35.0,267.0,1.09
"p[124, 2]",0.0,0.0,0.0,0.0,0.0,0.0,20.0,263.0,1.15
"p[124, 3]",0.0,0.0,0.0,0.0,0.0,0.0,40.0,136.0,1.08
"p[124, 4]",0.0,0.0,0.0,0.0,0.0,0.0,146.0,215.0,1.03
"p[124, 5]",0.0,0.0,0.0,0.0,0.0,0.0,47.0,302.0,1.06
"p[124, 6]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,308.0,1.15
"p[124, 7]",1.0,0.0,1.0,1.0,0.0,0.0,304.0,876.0,1.03
"p[124, 8]",0.0,0.0,0.0,0.0,0.0,0.0,91.0,372.0,1.04
"p[124, 9]",0.0,0.0,0.0,0.0,0.0,0.0,66.0,240.0,1.06
"p[125, 0]",0.0,0.0,0.0,0.0,0.0,0.0,35.0,262.0,1.09
"p[125, 1]",0.0,0.0,0.0,0.0,0.0,0.0,24.0,212.0,1.11
"p[125, 2]",0.0,0.0,0.0,0.0,0.0,0.0,14.0,196.0,1.22
"p[125, 3]",0.0,0.0,0.0,0.0,0.0,0.0,29.0,190.0,1.11
"p[125, 4]",0.0,0.0,0.0,0.0,0.0,0.0,79.0,165.0,1.04
"p[125, 5]",0.0,0.0,0.0,0.0,0.0,0.0,32.0,205.0,1.08
"p[125, 6]",0.0,0.0,0.0,0.0,0.0,0.0,13.0,265.0,1.25
"p[125, 7]",1.0,0.0,1.0,1.0,0.0,0.0,344.0,686.0,1.02
"p[125, 8]",0.0,0.0,0.0,0.0,0.0,0.0,46.0,191.0,1.08
"p[125, 9]",0.0,0.0,0.0,0.0,0.0,0.0,30.0,195.0,1.1
"p[126, 0]",0.0,0.0,0.0,0.0,0.0,0.0,39.0,221.0,1.09
"p[126, 1]",0.0,0.0,0.0,0.0,0.0,0.0,46.0,293.0,1.07
"p[126, 2]",0.0,0.0,0.0,0.0,0.0,0.0,25.0,304.0,1.12
"p[126, 3]",0.0,0.0,0.0,0.0,0.0,0.0,45.0,402.0,1.08
"p[126, 4]",0.0,0.0,0.0,0.0,0.0,0.0,155.0,219.0,1.03
"p[126, 5]",0.0,0.0,0.0,0.0,0.0,0.0,53.0,360.0,1.06
"p[126, 6]",0.0,0.0,0.0,0.0,0.0,0.0,27.0,330.0,1.13
"p[126, 7]",1.0,0.0,1.0,1.0,0.0,0.0,296.0,794.0,1.03
"p[126, 8]",0.0,0.0,0.0,0.0,0.0,0.0,109.0,342.0,1.04
"p[126, 9]",0.0,0.0,0.0,0.0,0.0,0.0,89.0,293.0,1.05
"p[127, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[127, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[127, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[127, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[127, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[127, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[127, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[127, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[127, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[127, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[128, 0]",0.0,0.0,0.0,0.0,0.0,0.0,34.0,248.0,1.1
"p[128, 1]",0.0,0.0,0.0,0.0,0.0,0.0,23.0,194.0,1.13
"p[128, 2]",0.0,0.0,0.0,0.0,0.0,0.0,13.0,165.0,1.24
"p[128, 3]",0.0,0.0,0.0,0.0,0.0,0.0,31.0,82.0,1.1
"p[128, 4]",0.0,0.0,0.0,0.0,0.0,0.0,88.0,178.0,1.04
"p[128, 5]",0.0,0.0,0.0,0.0,0.0,0.0,34.0,214.0,1.08
"p[128, 6]",0.0,0.0,0.0,0.0,0.0,0.0,13.0,276.0,1.24
"p[128, 7]",1.0,0.0,1.0,1.0,0.0,0.0,346.0,921.0,1.02
"p[128, 8]",0.0,0.0,0.0,0.0,0.0,0.0,43.0,259.0,1.08
"p[128, 9]",0.0,0.0,0.0,0.0,0.0,0.0,31.0,212.0,1.1
"p[129, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[129, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[129, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[129, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[129, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[129, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[129, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[129, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[129, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[129, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[130, 0]",0.0,0.0,0.0,0.0,0.0,0.0,45.0,354.0,1.07
"p[130, 1]",0.0,0.0,0.0,0.0,0.0,0.0,52.0,382.0,1.06
"p[130, 2]",0.0,0.0,0.0,0.0,0.0,0.0,27.0,265.0,1.11
"p[130, 3]",0.0,0.0,0.0,0.0,0.0,0.0,49.0,411.0,1.07
"p[130, 4]",0.0,0.0,0.0,0.0,0.0,0.0,137.0,223.0,1.03
"p[130, 5]",0.0,0.0,0.0,0.0,0.0,0.0,58.0,363.0,1.05
"p[130, 6]",0.0,0.0,0.0,0.0,0.0,0.0,28.0,402.0,1.11
"p[130, 7]",1.0,0.0,1.0,1.0,0.0,0.0,217.0,999.0,1.03
"p[130, 8]",0.0,0.0,0.0,0.0,0.0,0.0,101.0,327.0,1.04
"p[130, 9]",0.0,0.0,0.0,0.0,0.0,0.0,91.0,411.0,1.05
"p[131, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[131, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[131, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[131, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[131, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[131, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[131, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[131, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[131, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[131, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[132, 0]",0.005,0.023,0.0,0.017,0.0,0.0,468.0,712.0,1.01
"p[132, 1]",0.001,0.008,0.0,0.0,0.0,0.0,39.0,219.0,1.07
"p[132, 2]",0.001,0.01,0.0,0.0,0.0,0.0,41.0,598.0,1.08
"p[132, 3]",0.001,0.006,0.0,0.0,0.0,0.0,185.0,293.0,1.01
"p[132, 4]",0.0,0.005,0.0,0.0,0.0,0.0,54.0,327.0,1.06
"p[132, 5]",0.001,0.007,0.0,0.0,0.0,0.0,88.0,206.0,1.04
"p[132, 6]",0.001,0.008,0.0,0.0,0.0,0.0,45.0,237.0,1.07
"p[132, 7]",0.99,0.034,0.947,1.0,0.001,0.001,499.0,2731.0,1.01
"p[132, 8]",0.001,0.011,0.0,0.0,0.0,0.0,31.0,399.0,1.09
"p[132, 9]",0.001,0.011,0.0,0.0,0.0,0.0,49.0,172.0,1.07
"p[133, 0]",0.0,0.0,0.0,0.0,0.0,0.0,53.0,308.0,1.08
"p[133, 1]",0.001,0.026,0.0,0.0,0.0,0.0,26.0,159.0,1.11
"p[133, 2]",0.001,0.025,0.0,0.0,0.0,0.0,16.0,205.0,1.19
"p[133, 3]",0.001,0.018,0.0,0.0,0.0,0.0,49.0,215.0,1.07
"p[133, 4]",0.001,0.015,0.0,0.0,0.0,0.0,114.0,387.0,1.04
"p[133, 5]",0.0,0.003,0.0,0.0,0.0,0.0,46.0,248.0,1.06
"p[133, 6]",0.002,0.023,0.0,0.0,0.001,0.0,17.0,389.0,1.18
"p[133, 7]",0.993,0.053,0.999,1.0,0.001,0.001,362.0,1609.0,1.02
"p[133, 8]",0.0,0.012,0.0,0.0,0.0,0.0,51.0,247.0,1.07
"p[133, 9]",0.001,0.014,0.0,0.0,0.0,0.0,42.0,241.0,1.08
"p[134, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[134, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[134, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[134, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[134, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[134, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[134, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[134, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[134, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[134, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[135, 0]",0.0,0.0,0.0,0.0,0.0,0.0,35.0,261.0,1.1
"p[135, 1]",0.0,0.0,0.0,0.0,0.0,0.0,22.0,174.0,1.13
"p[135, 2]",0.0,0.0,0.0,0.0,0.0,0.0,13.0,175.0,1.24
"p[135, 3]",0.0,0.0,0.0,0.0,0.0,0.0,29.0,118.0,1.11
"p[135, 4]",0.0,0.0,0.0,0.0,0.0,0.0,77.0,176.0,1.05
"p[135, 5]",0.0,0.0,0.0,0.0,0.0,0.0,31.0,213.0,1.09
"p[135, 6]",0.0,0.0,0.0,0.0,0.0,0.0,12.0,232.0,1.27
"p[135, 7]",1.0,0.0,1.0,1.0,0.0,0.0,367.0,725.0,1.02
"p[135, 8]",0.0,0.0,0.0,0.0,0.0,0.0,39.0,201.0,1.09
"p[135, 9]",0.0,0.0,0.0,0.0,0.0,0.0,28.0,213.0,1.1
"p[136, 0]",0.0,0.0,0.0,0.0,0.0,0.0,327.0,708.0,1.02
"p[136, 1]",0.0,0.0,0.0,0.0,0.0,0.0,97.0,285.0,1.04
"p[136, 2]",0.0,0.001,0.0,0.0,0.0,0.0,211.0,541.0,1.03
"p[136, 3]",0.0,0.001,0.0,0.0,0.0,0.0,217.0,305.0,1.01
"p[136, 4]",0.0,0.0,0.0,0.0,0.0,0.0,79.0,440.0,1.04
"p[136, 5]",0.0,0.0,0.0,0.0,0.0,0.0,176.0,250.0,1.03
"p[136, 6]",0.0,0.0,0.0,0.0,0.0,0.0,181.0,286.0,1.03
"p[136, 7]",1.0,0.001,1.0,1.0,0.0,0.0,336.0,1450.0,1.01
"p[136, 8]",0.0,0.0,0.0,0.0,0.0,0.0,75.0,376.0,1.04
"p[136, 9]",0.0,0.0,0.0,0.0,0.0,0.0,183.0,208.0,1.02
"p[137, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[137, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[137, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[137, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[137, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[137, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[137, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[137, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[137, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[137, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[138, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[138, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[138, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[138, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[138, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[138, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[138, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[138, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[138, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[138, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[139, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[139, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[139, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[139, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[139, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[139, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[139, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[139, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[139, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[139, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[140, 0]",0.0,0.0,0.0,0.0,0.0,0.0,106.0,395.0,1.05
"p[140, 1]",0.0,0.0,0.0,0.0,0.0,0.0,198.0,315.0,1.03
"p[140, 2]",0.0,0.0,0.0,0.0,0.0,0.0,218.0,424.0,1.03
"p[140, 3]",0.0,0.0,0.0,0.0,0.0,0.0,195.0,408.0,1.04
"p[140, 4]",0.0,0.0,0.0,0.0,0.0,0.0,188.0,360.0,1.03
"p[140, 5]",0.0,0.0,0.0,0.0,0.0,0.0,162.0,367.0,1.03
"p[140, 6]",0.0,0.0,0.0,0.0,0.0,0.0,223.0,371.0,1.03
"p[140, 7]",1.0,0.0,1.0,1.0,0.0,0.0,241.0,1286.0,1.03
"p[140, 8]",0.0,0.0,0.0,0.0,0.0,0.0,197.0,376.0,1.03
"p[140, 9]",0.0,0.0,0.0,0.0,0.0,0.0,211.0,347.0,1.02
